brand,name,price,event,img_url,category
7Eleven,일화)맥콜제로250ml,1600,1+1,https://www.7-eleven.co.kr/upload/product/8801223/012717.1.jpg,음료
7Eleven,하이트)하이트제로500ml캔,2800,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,LG)엘라스틴프로틴샴푸480ml_H,12900,1+1,https://www.7-eleven.co.kr/upload/product/8801051/292916.1.jpg,생활/위생용품
7Eleven,PB)K리그슛!허니카라멜팝콘75g,2000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,간식류
7Eleven,풀무원)하루귀리500ml,2500,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,라엘)순면커버대형14P,11900,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,라엘)순면커버중형16P,11900,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,광동)썬키스트애사비스파클링제,3000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,CJ)아삭안심콩나물180g,1600,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,오뚜기)순후추닭강정180g,5600,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,랩노쉬)프로틴파인트더블초코474,13900,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,간식류
7Eleven,오츠카)나랑드사이다345ml캔,1800,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,음료
7Eleven,빙그레)파워캡블루아이스제로120,1800,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,PB)열파닭볶음면큰컵,2300,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,식사류
7Eleven,웅진)유기농하늘보리500ml,2500,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,음료
7Eleven,LG)FIJI바이럭스프레쉬1L,14900,1+1,https://www.7-eleven.co.kr/upload/product/8801051/103663.1.jpg,생활/위생용품
7Eleven,피죤)고농축시그니처1L(플라워)_,12900,1+1,https://www.7-eleven.co.kr/upload/product/8801101/884290.1.jpg,생활/위생용품
7Eleven,LG)내몸에순한면 수퍼롱3P,4500,1+1,https://www.7-eleven.co.kr/upload/product/8809299/233883.1.jpg,생활/위생용품
7Eleven,LG)바디피트볼록맞춤오버4P,4200,1+1,https://www.7-eleven.co.kr/upload/product/8809299/234446.1.jpg,생활/위생용품
7Eleven,빙그레)딥앤로우쫀득카라멜바70m,2200,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,이노엔)티로그자두아이스티500ml,2500,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,하이트)블랙보리누룽지520ml,2200,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,음료
7Eleven,이노엔)티로그청포도아이스티500,2500,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,종근당건강)아임비타에너지샷150,2300,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,익스트림)에너지퍼스트펭귄250ml,2300,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,칠성)핫식스더킹파워355ml,2300,1+1,https://www.7-eleven.co.kr/upload/product/8801056/098834.1.jpg,기타
7Eleven,동화)프릴베이킹소다레몬,8300,1+1,https://www.7-eleven.co.kr/upload/product/8809401/602996.1.jpg,음료
7Eleven,웅진)티즐제로유자그린티500ml,2500,1+1,https://www.7-eleven.co.kr/upload/product/8801382/148531.1.jpg,기타
7Eleven,웅진)티즐제로피치우롱티500ml,2500,1+1,https://www.7-eleven.co.kr/upload/product/8801382/148517.1.jpg,기타
7Eleven,PB)하트뻥튀기90g,3000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,간식류
7Eleven,디저트39)저당슈크림모나카140ml,3000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,간식류
7Eleven,피죤)무균무때락스세제_H,8500,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,생활/위생용품
7Eleven,디저트39)저당팥모나카140ml,3000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,P&G)페브리즈미스티크370ml_H,12000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,생활/위생용품
7Eleven,이그니스)애사비소다500ml,2800,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,음료
7Eleven,아모레)메디안치석케어93%_H,5400,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,칠성)펩시콜라제로355ml,2000,1+1,https://www.7-eleven.co.kr/upload/product/8801056/175900.1.jpg,음료
7Eleven,PB)키친타올150매*4롤,9800,1+1,https://www.7-eleven.co.kr/upload/product/8801260/330881.1.jpg,기타
7Eleven,케이)드림아이2습윤액13ml_H,4500,1+1,https://www.7-eleven.co.kr/upload/product/8809103/874318.1.jpg,기타
7Eleven,싸다고)자연퐁솔잎 1.18L(리필)_,8300,1+1,https://www.7-eleven.co.kr/upload/product/8801051/230444.1.jpg,기타
7Eleven,LG)뉴 퐁퐁400g_H,3700,1+1,https://www.7-eleven.co.kr/upload/product/8801051/231038.1.jpg,생활/위생용품
7Eleven,삼경)로아커카카오45g,2200,1+1,https://www.7-eleven.co.kr/upload/product/80001/263.1.jpg,기타
7Eleven,네슬레)프루팁스미니(젤리),3000,1+1,https://www.7-eleven.co.kr/upload/product/6917878/047201.1.jpg,간식류
7Eleven,HK)컨디션헛개수EX500ml,3000,1+1,https://www.7-eleven.co.kr/upload/product/8809422/041729.1.jpg,기타
7Eleven,LG)엘라스틴 러브미샴푸600ml_H,13900,1+1,https://www.7-eleven.co.kr/upload/product/8801051/152517.1.jpg,생활/위생용품
7Eleven,빙그레)스페셜티예가체프460ml,3000,1+1,https://www.7-eleven.co.kr/upload/product/8801104/667043.1.jpg,기타
7Eleven,하림)맥시칸양념치킨순살200g,9900,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,인테)애사비에이드사과410ml,2600,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,음료
7Eleven,대진)콜라향츄잉캔디13g,500,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,간식류
7Eleven,미성)제로슈가마시멜로우50g,2000,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,CJ)작은햇반100%현미밥130g,2600,1+1,https://www.7-eleven.co.kr/upload/product/8801392/023200.1.jpg,식사류
7Eleven,CJ)소고기듬뿍미역국460g,9900,1+1,https://www.7-eleven.co.kr/upload/product/8801392/032998.1.jpg,기타
7Eleven,CJ)햇반12곡잡곡밥210g,2800,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,식사류
7Eleven,피죤)고농축실내건조섬유1L_H,12900,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,생활/위생용품
7Eleven,로로)수건모양아이스케익초코,4500,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,로로)수건모양아이스케익바닐라,4500,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,음료
7Eleven,삼립)핫스파이시후랑크70g,2400,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
7Eleven,빙그레)따옴트위스트딸기바나나,3300,1+1,https://www.7-eleven.co.kr/front/img/product/product_list_01.jpg,기타
