brand,name,price,event,img_url
CU,동원)양반누룽지닭죽,4500,1+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801047161677.png
... (중략: CU 데이터) ...
CU,농심)포테토칩60g,1700,2+1,https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801043005814.jpg
